3_levels,5_levels,7_levels,consumption,temperature,hour_of_day,day_of_week,day_of_month,month_of_year
2,3,4,0.706,15.5,8,1,18,7
3,4,6,0.858,16.9,9,1,18,7
3,5,7,0.998,19.2,10,1,18,7
3,5,7,1.085,21.7,11,1,18,7
3,5,7,1.109,24.2,12,1,18,7
3,5,7,1.114,25.5,13,1,18,7
3,5,7,1.125,26.1,14,1,18,7
3,5,7,1.102,27.2,15,1,18,7
3,5,7,1.072,22.8,16,1,18,7
3,5,7,1.067,25.7,17,1,18,7
3,5,7,1.045,26.7,18,1,18,7
3,5,7,1.009,25.6,19,1,18,7
3,5,7,0.967,24,20,1,18,7
3,5,6,0.934,24.1,21,1,18,7
2,4,5,0.793,23.3,22,1,18,7
2,2,3,0.549,22.7,23,1,18,7
1,2,3,0.472,20.4,24,1,18,7
1,2,3,0.428,18.6,1,2,19,7
1,2,2,0.402,15.7,2,2,19,7
1,2,2,0.403,15,3,2,19,7
1,2,2,0.398,14.3,4,2,19,7
1,2,2,0.383,17.2,5,2,19,7
1,2,3,0.431,14,6,2,19,7
2,3,4,0.681,15.7,7,2,19,7
2,3,4,0.746,16.8,8,2,19,7
3,4,6,0.84,20.5,9,2,19,7
3,5,7,1.01,21.8,10,2,19,7
3,5,7,1.074,23.8,11,2,19,7
3,5,7,1.15,24.9,12,2,19,7
3,5,7,1.151,26.2,13,2,19,7
3,5,7,1.115,26.1,14,2,19,7
3,5,7,1.085,24.5,15,2,19,7
3,5,7,1.059,24.4,16,2,19,7
3,5,7,0.966,24.4,17,2,19,7
3,5,6,0.93,24.1,18,2,19,7
3,5,6,0.917,24.8,19,2,19,7
3,5,6,0.905,25.4,20,2,19,7
3,5,6,0.881,24.2,21,2,19,7
2,3,4,0.74,21.4,22,2,19,7
1,2,3,0.489,18.8,23,2,19,7
1,2,2,0.416,21.9,24,2,19,7
1,2,2,0.385,21.4,1,3,20,7
1,2,2,0.38,20,2,3,20,7
1,2,2,0.38,15.6,3,3,20,7
1,2,2,0.384,15.3,4,3,20,7
1,1,2,0.347,16.1,5,3,20,7
1,2,2,0.405,17.2,6,3,20,7
2,3,3,0.67,16,7,3,20,7
2,3,4,0.717,16.1,8,3,20,7
3,4,6,0.846,17.5,9,3,20,7
3,5,6,0.927,19.4,10,3,20,7
3,5,7,0.943,20.3,11,3,20,7
3,5,7,0.979,20.6,12,3,20,7
3,5,7,0.975,23.2,13,3,20,7
3,5,7,0.994,24.5,14,3,20,7
3,5,7,1.017,25.1,15,3,20,7
3,5,7,1.013,24.7,16,3,20,7
3,5,7,0.987,25,17,3,20,7
3,5,7,1.017,24.5,18,3,20,7
3,5,7,0.995,24.8,19,3,20,7
3,5,7,0.963,24.5,20,3,20,7
3,5,7,0.938,24,21,3,20,7
2,3,5,0.772,22.8,22,3,20,7
2,2,3,0.551,19.7,23,3,20,7
1,2,3,0.458,17.2,24,3,20,7
1,2,2,0.41,15.8,1,4,21,7
1,2,2,0.407,15.5,2,4,21,7
1,2,2,0.37,14.6,3,4,21,7
1,1,2,0.363,13.6,4,4,21,7
1,2,2,0.37,14.8,5,4,21,7
1,2,2,0.408,15.3,6,4,21,7
2,3,4,0.686,14.7,7,4,21,7
2,3,4,0.725,14.6,8,4,21,7
3,4,5,0.813,18.5,9,4,21,7
3,5,7,0.965,20.8,10,4,21,7
3,5,7,1.03,23.6,11,4,21,7
3,5,7,1.014,25,12,4,21,7
3,5,7,1.065,25.9,13,4,21,7
3,5,7,1.047,25.8,14,4,21,7
3,5,7,1.053,27.9,15,4,21,7
3,5,7,1.051,28.2,16,4,21,7
3,5,7,1.019,28,17,4,21,7
3,5,7,1.026,28.5,18,4,21,7
3,5,7,1.031,28.8,19,4,21,7
3,5,7,1.011,28.6,20,4,21,7
3,5,7,0.98,28.1,21,4,21,7
2,3,5,0.774,24.7,22,4,21,7
2,2,3,0.552,17.5,23,4,21,7
1,2,3,0.455,15.7,24,4,21,7
1,2,2,0.411,14.8,1,5,22,7
1,2,2,0.404,14.2,2,5,22,7
1,2,2,0.39,13.6,3,5,22,7
1,2,2,0.378,13.3,4,5,22,7
1,2,2,0.374,12.9,5,5,22,7
1,2,3,0.431,12.8,6,5,22,7
2,3,3,0.654,12.4,7,5,22,7
2,3,4,0.747,13,8,5,22,7
3,5,6,0.897,18.2,9,5,22,7
3,5,7,0.993,22.8,10,5,22,7
3,5,7,1.034,26,11,5,22,7
3,5,7,1.124,26.7,12,5,22,7
3,5,7,1.122,27.7,13,5,22,7
3,5,7,1.144,28.4,14,5,22,7
3,5,7,1.152,29.6,15,5,22,7
3,5,7,1.152,30.2,16,5,22,7
3,5,7,1.101,30.8,17,5,22,7
3,5,7,1.118,31,18,5,22,7
3,5,7,1.113,31.5,19,5,22,7
3,5,7,1.068,30.9,20,5,22,7
3,5,7,0.958,30,21,5,22,7
2,3,4,0.769,25.2,22,5,22,7
2,2,3,0.536,19.5,23,5,22,7
1,2,3,0.452,18,24,5,22,7
1,2,2,0.397,17.8,1,6,23,7
1,2,2,0.385,17.2,2,6,23,7
1,2,2,0.367,16.2,3,6,23,7
1,2,2,0.373,15.6,4,6,23,7
1,2,2,0.367,15.4,5,6,23,7
1,2,2,0.424,14.9,6,6,23,7
2,3,3,0.66,15,7,6,23,7
2,3,4,0.762,14.7,8,6,23,7
3,5,7,0.978,20.2,9,6,23,7
3,5,7,1.075,23.9,10,6,23,7
3,5,7,1.135,26.5,11,6,23,7
3,5,7,1.156,27.5,12,6,23,7
3,5,7,1.165,29.2,13,6,23,7
3,5,7,1.199,30.1,14,6,23,7
3,5,7,1.183,30.8,15,6,23,7
3,5,7,1.192,31.5,16,6,23,7
3,5,7,1.101,32.6,17,6,23,7
3,5,7,1.093,33,18,6,23,7
3,5,7,1.061,33,19,6,23,7
3,5,7,1.042,32.9,20,6,23,7
3,5,7,0.947,31.7,21,6,23,7
2,4,5,0.782,25.3,22,6,23,7
2,2,3,0.539,20.7,23,6,23,7
1,2,3,0.45,19.7,24,6,23,7
1,2,2,0.407,19.1,1,7,24,7
1,2,2,0.407,19.4,2,7,24,7
1,2,2,0.4,18.5,3,7,24,7
1,2,2,0.386,22.4,4,7,24,7
1,2,2,0.392,22,5,7,24,7
1,2,3,0.456,23,6,7,24,7
2,3,3,0.658,22.8,7,7,24,7
2,3,4,0.768,22,8,7,24,7
3,5,7,0.953,23,9,7,24,7
3,5,7,1.023,23.3,10,7,24,7
3,5,7,1.054,25.6,11,7,24,7
3,5,7,1.085,25.9,12,7,24,7
3,5,7,1.118,28.5,13,7,24,7
3,5,7,1.096,29.3,14,7,24,7
3,5,7,1.085,30.3,15,7,24,7
3,5,7,1.082,31.7,16,7,24,7
3,5,7,1.056,31.4,17,7,24,7
3,5,7,1.05,31.5,18,7,24,7
3,5,7,1.005,31.1,19,7,24,7
3,5,7,1.016,31.2,20,7,24,7
3,5,6,0.896,30,21,7,24,7
2,3,4,0.718,27.2,22,7,24,7
2,2,3,0.552,23.8,23,7,24,7
1,2,3,0.456,21,24,7,24,7
1,2,2,0.421,19.7,1,1,25,7
1,2,2,0.42,19,2,1,25,7
1,2,2,0.391,17.8,3,1,25,7
1,2,2,0.39,16.8,4,1,25,7
1,2,2,0.369,16.3,5,1,25,7
1,2,3,0.429,16.5,6,1,25,7
2,3,4,0.682,18.6,7,1,25,7
2,3,4,0.739,18.6,8,1,25,7
3,4,5,0.808,20.7,9,1,25,7
3,5,7,1.006,24.1,10,1,25,7
3,5,7,1.131,27.2,11,1,25,7
3,5,7,1.154,28.4,12,1,25,7
3,5,7,1.121,30.4,13,1,25,7
3,5,7,1.172,30,14,1,25,7
3,5,7,1.213,31.1,15,1,25,7
3,5,7,1.213,32.2,16,1,25,7
3,5,7,1.16,32.9,17,1,25,7
3,5,7,1.172,32.6,18,1,25,7
3,5,7,1.149,32.6,19,1,25,7
3,5,7,1.071,31.9,20,1,25,7
3,5,7,0.979,30.7,21,1,25,7
3,4,5,0.82,26.2,22,1,25,7
2,2,3,0.593,20.9,23,1,25,7
1,2,3,0.508,19.8,24,1,25,7
1,2,3,0.465,19.3,1,2,26,7
1,2,3,0.448,18.3,2,2,26,7
1,2,2,0.42,17.4,3,2,26,7
1,2,2,0.401,16.9,4,2,26,7
1,2,2,0.401,17.3,5,2,26,7
1,2,3,0.45,17.8,6,2,26,7
2,3,4,0.717,16.4,7,2,26,7
2,3,4,0.744,16,8,2,26,7
3,4,6,0.872,21.1,9,2,26,7
3,5,7,0.974,23.4,10,2,26,7
3,5,7,1.077,26.6,11,2,26,7
3,5,7,1.092,28.6,12,2,26,7
3,5,7,1.134,30.4,13,2,26,7
3,5,7,1.158,31.1,14,2,26,7
3,5,7,1.172,31.6,15,2,26,7
3,5,7,1.164,32.2,16,2,26,7
3,5,7,1.138,32.7,17,2,26,7
3,5,7,1.12,32.9,18,2,26,7
3,5,7,1.103,33,19,2,26,7
3,5,7,1.092,32.3,20,2,26,7
3,5,7,0.967,30.6,21,2,26,7
2,3,4,0.758,29.1,22,2,26,7
2,2,3,0.533,22.7,23,2,26,7
1,2,3,0.441,20.8,24,2,26,7
1,2,3,0.442,21.2,1,3,27,7
1,2,3,0.443,19.6,2,3,27,7
1,2,3,0.431,18.7,3,3,27,7
1,2,3,0.434,21.4,4,3,27,7
1,2,3,0.444,21.4,5,3,27,7
1,2,3,0.496,20.6,6,3,27,7
2,3,4,0.734,21.2,7,3,27,7
2,3,4,0.751,19.5,8,3,27,7
3,4,6,0.858,21.6,9,3,27,7
3,5,7,1.001,24.2,10,3,27,7
3,5,7,1.104,26,11,3,27,7
3,5,7,1.14,28.6,12,3,27,7
3,5,7,1.188,29.8,13,3,27,7
3,5,7,1.196,30.9,14,3,27,7
3,5,7,1.242,32.6,15,3,27,7
3,5,7,1.229,33.3,16,3,27,7
3,5,7,1.221,32.5,17,3,27,7
3,5,7,1.171,32.4,18,3,27,7
3,5,7,1.142,32.7,19,3,27,7
3,5,7,1.076,22.7,20,3,27,7
3,5,7,0.953,22.7,21,3,27,7
2,3,5,0.78,21.9,22,3,27,7
2,2,3,0.572,22.2,23,3,27,7
1,2,3,0.476,20.8,24,3,27,7
1,2,3,0.472,20.3,1,4,28,7
1,2,3,0.457,20.5,2,4,28,7
1,2,3,0.44,19.6,3,4,28,7
1,2,3,0.427,17.7,4,4,28,7
1,2,2,0.415,17.1,5,4,28,7
1,2,3,0.427,16.5,6,4,28,7
2,3,4,0.704,16.1,7,4,28,7
2,3,4,0.75,16,8,4,28,7
3,5,6,0.906,19.5,9,4,28,7
3,5,7,1.01,22.1,10,4,28,7
3,5,7,1.076,24.4,11,4,28,7
3,5,7,1.139,27.2,12,4,28,7
3,5,7,1.17,29.3,13,4,28,7
3,5,7,1.204,30.7,14,4,28,7
3,5,7,1.223,32.2,15,4,28,7
3,5,7,1.214,32.5,16,4,28,7
3,5,7,1.242,33,17,4,28,7
3,5,7,1.185,33.1,18,4,28,7
3,5,7,1.172,33.1,19,4,28,7
3,5,7,1.132,32.6,20,4,28,7
3,5,7,1.008,31.3,21,4,28,7
2,4,5,0.783,25,22,4,28,7
2,2,3,0.563,21.1,23,4,28,7
1,2,3,0.482,24.4,24,4,28,7
1,2,3,0.465,20.6,1,5,29,7
1,2,3,0.465,18.7,2,5,29,7
1,2,3,0.434,17.8,3,5,29,7
1,2,2,0.405,17.1,4,5,29,7
1,2,2,0.409,16.7,5,5,29,7
1,2,3,0.446,15.9,6,5,29,7
2,3,4,0.736,16.7,7,5,29,7
2,4,5,0.799,17.4,8,5,29,7
3,5,6,0.906,20.5,9,5,29,7
3,5,7,1.063,23.4,10,5,29,7
3,5,7,1.103,26.8,11,5,29,7
3,5,7,1.163,29.1,12,5,29,7
3,5,7,1.214,31.2,13,5,29,7
3,5,7,1.235,31.5,14,5,29,7
3,5,7,1.219,33.2,15,5,29,7
3,5,7,1.187,33.3,16,5,29,7
3,5,7,1.211,32.7,17,5,29,7
3,5,7,1.179,33.8,18,5,29,7
3,5,7,1.257,33.8,19,5,29,7
3,5,7,1.15,33.6,20,5,29,7
3,5,7,0.983,28.9,21,5,29,7
2,3,4,0.77,23.5,22,5,29,7
2,2,3,0.55,20.1,23,5,29,7
1,2,3,0.468,18,24,5,29,7
1,2,3,0.436,22.7,1,6,30,7
1,2,3,0.444,23.1,2,6,30,7
1,2,3,0.427,18.9,3,6,30,7
1,2,3,0.429,17,4,6,30,7
1,2,2,0.409,15.7,5,6,30,7
1,2,3,0.436,15.3,6,6,30,7
2,3,3,0.645,14.7,7,6,30,7
2,3,4,0.721,14.8,8,6,30,7
3,5,7,0.952,19,9,6,30,7
3,5,7,1.113,23.4,10,6,30,7
3,5,7,1.217,26.1,11,6,30,7
3,5,7,1.293,28.5,12,6,30,7
3,5,7,1.326,30.1,13,6,30,7
3,5,7,1.316,31.3,14,6,30,7
3,5,7,1.352,31.8,15,6,30,7
3,5,7,1.293,32.9,16,6,30,7
3,5,7,1.31,33.5,17,6,30,7
3,5,7,1.289,33.9,18,6,30,7
3,5,7,1.226,33.3,19,6,30,7
3,5,7,1.172,29.4,20,6,30,7
3,5,7,1.009,28.3,21,6,30,7
2,3,4,0.761,26.8,22,6,30,7
2,2,3,0.529,25.1,23,6,30,7
1,2,3,0.456,22.7,24,6,30,7
1,2,3,0.443,21.1,1,7,31,7
1,2,2,0.425,19.8,2,7,31,7
1,2,2,0.416,19,3,7,31,7
1,2,2,0.398,19.4,4,7,31,7
1,2,2,0.4,19.6,5,7,31,7
1,2,2,0.414,19.5,6,7,31,7
2,3,3,0.647,18,7,7,31,7
2,3,4,0.746,18.9,8,7,31,7
3,5,7,1.013,21,9,7,31,7
3,5,7,1.141,24,10,7,31,7
3,5,7,1.178,26.9,11,7,31,7
3,5,7,1.191,28.9,12,7,31,7
3,5,7,1.203,30.9,13,7,31,7
3,5,7,1.226,32.8,14,7,31,7
3,5,7,1.211,32.8,15,7,31,7
3,5,7,1.181,34.3,16,7,31,7
3,5,7,1.188,33.9,17,7,31,7
3,5,7,1.195,34.9,18,7,31,7
3,5,7,1.161,34.7,19,7,31,7
3,5,7,1.124,34.4,20,7,31,7
3,5,7,1.021,32.4,21,7,31,7
2,3,4,0.763,26.2,22,7,31,7
2,2,3,0.559,22.8,23,7,31,7
1,2,3,0.473,24.3,24,7,31,7
1,2,3,0.465,23.5,1,1,1,8
1,2,3,0.443,21,2,1,1,8
1,2,3,0.451,19.9,3,1,1,8
1,2,3,0.454,19.7,4,1,1,8
1,2,3,0.464,18.9,5,1,1,8
1,2,3,0.464,17.9,6,1,1,8
2,3,4,0.71,17.1,7,1,1,8
2,3,4,0.695,18.6,8,1,1,8
3,5,7,0.975,21,9,1,1,8
3,5,7,1.092,24.4,10,1,1,8
3,5,7,1.197,27.6,11,1,1,8
3,5,7,1.219,30,12,1,1,8
3,5,7,1.268,32.3,13,1,1,8
3,5,7,1.252,34.1,14,1,1,8
3,5,7,1.319,35.1,15,1,1,8
3,5,7,1.284,36.3,16,1,1,8
3,5,7,1.298,36.4,17,1,1,8
3,5,7,1.274,35.4,18,1,1,8
3,5,7,1.274,36.5,19,1,1,8
3,5,7,1.223,35.5,20,1,1,8
3,5,7,1.043,33.3,21,1,1,8
3,4,5,0.807,26.1,22,1,1,8
2,2,3,0.577,22.9,23,1,1,8
1,2,3,0.48,26.3,24,1,1,8
1,2,3,0.464,28.7,1,2,2,8
1,2,3,0.445,27.3,2,2,2,8
1,2,3,0.428,20.6,3,2,2,8
1,2,2,0.414,20.1,4,2,2,8
1,2,2,0.411,19.9,5,2,2,8
1,2,3,0.459,21.8,6,2,2,8
2,3,4,0.713,20.7,7,2,2,8
2,3,4,0.76,19.2,8,2,2,8
3,5,7,0.964,21.2,9,2,2,8
3,5,7,1.073,23.9,10,2,2,8
3,5,7,1.185,25.2,11,2,2,8
3,5,7,1.229,26.8,12,2,2,8
3,5,7,1.206,28.2,13,2,2,8
3,5,7,1.221,29.5,14,2,2,8
3,5,7,1.259,30.3,15,2,2,8
3,5,7,1.23,31.7,16,2,2,8
3,5,7,1.247,31.9,17,2,2,8
3,5,7,1.19,32.4,18,2,2,8
3,5,7,1.165,32.4,19,2,2,8
3,5,7,1.12,32.1,20,2,2,8
3,5,7,0.984,29.9,21,2,2,8
3,4,5,0.812,27.6,22,2,2,8
2,2,3,0.554,26,23,2,2,8
1,2,3,0.437,25.3,24,2,2,8
1,2,2,0.421,23.9,1,3,3,8
1,2,2,0.417,23.4,2,3,3,8
1,2,2,0.408,23.3,3,3,3,8
1,2,2,0.407,22.2,4,3,3,8
1,2,2,0.388,21,5,3,3,8
1,2,2,0.415,20.2,6,3,3,8
2,3,3,0.643,19.2,7,3,3,8
2,3,4,0.731,19,8,3,3,8
3,5,6,0.893,19.8,9,3,3,8
3,5,7,0.989,21,10,3,3,8
3,5,7,1.081,23.6,11,3,3,8
3,5,7,1.156,25.7,12,3,3,8
3,5,7,1.145,26,13,3,3,8
3,5,7,1.122,28.3,14,3,3,8
3,5,7,1.138,27.6,15,3,3,8
3,5,7,1.119,29,16,3,3,8
3,5,7,1.14,29.8,17,3,3,8
3,5,7,1.069,27.4,18,3,3,8
3,5,7,1.033,22.7,19,3,3,8
3,5,7,1.039,24.6,20,3,3,8
3,5,7,0.964,25,21,3,3,8
2,4,5,0.797,24.1,22,3,3,8
2,2,3,0.547,22.6,23,3,3,8
1,2,3,0.437,21.8,24,3,3,8
1,2,2,0.423,20.2,1,4,4,8
1,2,2,0.417,20,2,4,4,8
1,2,2,0.412,21.1,3,4,4,8
1,2,2,0.421,21.1,4,4,4,8
1,2,2,0.406,20.8,5,4,4,8
1,2,3,0.438,20.1,6,4,4,8
2,3,4,0.694,17.9,7,4,4,8
2,4,5,0.789,17.8,8,4,4,8
3,5,6,0.915,21,9,4,4,8
3,5,7,0.994,22.9,10,4,4,8
3,5,7,1.11,25,11,4,4,8
3,5,7,1.102,26,12,4,4,8
3,5,7,1.118,27.4,13,4,4,8
3,5,7,1.14,28.6,14,4,4,8
3,5,7,1.163,29.3,15,4,4,8
3,5,7,1.192,29.9,16,4,4,8
3,5,7,1.186,30.5,17,4,4,8
3,5,7,1.169,30.8,18,4,4,8
3,5,7,1.14,30.5,19,4,4,8
3,5,7,1.105,30.1,20,4,4,8
3,5,7,0.972,29,21,4,4,8
2,3,4,0.76,25.1,22,4,4,8
2,2,3,0.531,22.8,23,4,4,8
1,2,3,0.44,19,24,4,4,8
1,2,2,0.398,17.4,1,5,5,8
1,2,2,0.395,16.6,2,5,5,8
1,2,2,0.384,16.2,3,5,5,8
1,2,2,0.383,18.3,4,5,5,8
1,2,2,0.371,17.9,5,5,5,8
1,2,2,0.397,15.5,6,5,5,8
2,3,3,0.65,15.7,7,5,5,8
2,3,4,0.75,15.8,8,5,5,8
3,5,7,0.981,19.8,9,5,5,8
3,5,7,1.116,21.9,10,5,5,8
3,5,7,1.227,25.5,11,5,5,8
3,5,7,1.266,27.7,12,5,5,8
3,5,7,1.224,29.5,13,5,5,8
3,5,7,1.24,30.5,14,5,5,8
3,5,7,1.312,31.5,15,5,5,8
3,5,7,1.33,31.3,16,5,5,8
3,5,7,1.324,32.3,17,5,5,8
3,5,7,1.3,33.1,18,5,5,8
3,5,7,1.282,33.2,19,5,5,8
3,5,7,1.213,32.5,20,5,5,8
3,5,7,1.062,31,21,5,5,8
3,4,5,0.81,29.6,22,5,5,8
2,2,3,0.584,28,23,5,5,8
1,2,3,0.512,26.2,24,5,5,8
1,2,3,0.476,25.8,1,6,6,8
1,2,3,0.456,24.6,2,6,6,8
1,2,3,0.445,22.8,3,6,6,8
1,2,3,0.465,19.9,4,6,6,8
1,2,3,0.464,18.3,5,6,6,8
1,2,3,0.47,20.3,6,6,6,8
2,3,4,0.7,19.3,7,6,6,8
3,4,5,0.809,19.3,8,6,6,8
3,5,7,0.984,21.3,9,6,6,8
3,5,7,1.123,23.7,10,6,6,8
3,5,7,1.211,26.3,11,6,6,8
3,5,7,1.206,28.5,12,6,6,8
3,5,7,1.256,30.3,13,6,6,8
3,5,7,1.253,31.5,14,6,6,8
3,5,7,1.323,32.1,15,6,6,8
3,5,7,1.344,32.1,16,6,6,8
3,5,7,1.306,33.1,17,6,6,8
3,5,7,1.273,33.4,18,6,6,8
3,5,7,1.215,33.2,19,6,6,8
3,5,7,1.144,32.9,20,6,6,8
3,5,7,0.993,31.8,21,6,6,8
2,4,5,0.783,25.1,22,6,6,8
2,2,3,0.557,21.5,23,6,6,8
1,2,3,0.509,20.1,24,6,6,8
1,2,3,0.5,19.5,1,7,7,8
1,2,3,0.472,21,2,7,7,8
1,2,3,0.458,19.6,3,7,7,8
1,2,3,0.443,17.4,4,7,7,8
1,2,3,0.444,18.9,5,7,7,8
1,2,3,0.496,17.4,6,7,7,8
2,3,4,0.722,20.4,7,7,7,8
2,3,5,0.78,18.4,8,7,7,8
3,5,7,0.985,21.3,9,7,7,8
3,5,7,1.12,25.5,10,7,7,8
3,5,7,1.221,26.8,11,7,7,8
3,5,7,1.231,28.8,12,7,7,8
3,5,7,1.281,30.3,13,7,7,8
3,5,7,1.295,32.4,14,7,7,8
3,5,7,1.236,32.5,15,7,7,8
3,5,7,1.243,33.1,16,7,7,8
3,5,7,1.255,33.6,17,7,7,8
3,5,7,1.234,33.6,18,7,7,8
3,5,7,1.169,33.2,19,7,7,8
3,5,7,1.141,31.5,20,7,7,8
3,5,7,0.944,30.1,21,7,7,8
2,3,4,0.737,27.6,22,7,7,8
2,2,3,0.584,25.9,23,7,7,8
1,2,3,0.479,24.7,24,7,7,8
1,2,3,0.456,24.2,1,1,8,8
1,2,3,0.443,23.9,2,1,8,8
1,2,3,0.439,23.3,3,1,8,8
1,2,3,0.431,23.5,4,1,8,8
1,2,2,0.42,23,5,1,8,8
1,2,3,0.456,22,6,1,8,8
2,3,3,0.673,22,7,1,8,8
2,4,5,0.794,21.6,8,1,8,8
3,5,6,0.901,22.2,9,1,8,8
3,5,7,0.936,22.9,10,1,8,8
3,5,7,1.056,23.1,11,1,8,8
3,5,7,1.019,24.2,12,1,8,8
3,5,7,1.05,26,13,1,8,8
3,5,7,1.046,27.2,14,1,8,8
3,5,7,1.027,28.5,15,1,8,8
3,5,7,1.04,29,16,1,8,8
3,5,7,1.044,29.6,17,1,8,8
3,5,7,1.034,29.8,18,1,8,8
3,5,7,1.007,29.7,19,1,8,8
3,5,7,1.002,29,20,1,8,8
3,5,7,0.963,28,21,1,8,8
2,3,4,0.765,25.4,22,1,8,8
2,2,3,0.589,24.5,23,1,8,8
1,2,3,0.483,24.2,24,1,8,8
1,2,3,0.449,23.8,1,2,9,8
1,2,3,0.438,22.6,2,2,9,8
1,2,2,0.418,21.9,3,2,9,8
1,2,2,0.412,20.6,4,2,9,8
1,2,2,0.397,20.4,5,2,9,8
1,2,2,0.389,19.2,6,2,9,8
2,2,3,0.62,16,7,2,9,8
2,3,4,0.74,14.8,8,2,9,8
3,4,6,0.871,19.5,9,2,9,8
3,5,7,0.991,21.4,10,2,9,8
3,5,7,1.062,24.5,11,2,9,8
3,5,7,1.118,26.4,12,2,9,8
3,5,7,1.136,28,13,2,9,8
3,5,7,1.121,29.4,14,2,9,8
3,5,7,1.12,30.4,15,2,9,8
3,5,7,1.146,30.1,16,2,9,8
3,5,7,1.131,30.7,17,2,9,8
3,5,7,1.103,30.8,18,2,9,8
3,5,7,1.073,31.4,19,2,9,8
3,5,7,1.046,30.7,20,2,9,8
3,5,7,0.966,29.1,21,2,9,8
3,4,6,0.828,24.1,22,2,9,8
2,2,3,0.63,20.6,23,2,9,8
1,2,3,0.52,19.2,24,2,9,8
1,2,3,0.476,18,1,3,10,8
1,2,3,0.431,17.2,2,3,10,8
1,2,2,0.418,16.5,3,3,10,8
1,2,3,0.428,16.2,4,3,10,8
1,2,2,0.415,18.8,5,3,10,8
1,2,2,0.424,18.7,6,3,10,8
2,3,5,0.778,17.7,7,3,10,8
3,4,5,0.808,16.2,8,3,10,8
3,5,6,0.876,18,9,3,10,8
3,5,7,0.989,19.8,10,3,10,8
3,5,7,1.092,22.2,11,3,10,8
3,5,7,1.129,27.2,12,3,10,8
3,5,7,1.164,29,13,3,10,8
3,5,7,1.166,30.8,14,3,10,8
3,5,7,1.152,31.1,15,3,10,8
3,5,7,1.185,32.3,16,3,10,8
3,5,7,1.226,33.4,17,3,10,8
3,5,7,1.298,33.4,18,3,10,8
3,5,7,1.253,33.1,19,3,10,8
3,5,7,1.131,32.9,20,3,10,8
3,5,7,0.996,31.3,21,3,10,8
3,4,5,0.811,25.4,22,3,10,8
2,2,3,0.587,21.5,23,3,10,8
2,2,3,0.53,20,24,3,10,8
1,2,3,0.506,19,1,4,11,8
1,2,3,0.486,18.1,2,4,11,8
1,2,3,0.475,17.2,3,4,11,8
1,2,3,0.494,16.7,4,4,11,8
1,2,3,0.497,16.4,5,4,11,8
1,2,3,0.51,16.8,6,4,11,8
2,3,4,0.731,18.4,7,4,11,8
2,4,5,0.785,18.5,8,4,11,8
3,5,7,0.967,20.7,9,4,11,8
3,5,7,1.067,22.9,10,4,11,8
3,5,7,1.14,25.7,11,4,11,8
3,5,7,1.211,28.1,12,4,11,8
3,5,7,1.219,30.1,13,4,11,8
3,5,7,1.218,31.5,14,4,11,8
3,5,7,1.28,32.6,15,4,11,8
3,5,7,1.285,33.6,16,4,11,8
3,5,7,1.279,34.2,17,4,11,8
3,5,7,1.26,34.7,18,4,11,8
3,5,7,1.243,34.8,19,4,11,8
3,5,7,1.173,33,20,4,11,8
3,5,7,1.051,31.8,21,4,11,8
3,4,5,0.807,29.3,22,4,11,8
2,2,3,0.542,27.9,23,4,11,8
1,2,3,0.493,20,24,4,11,8
1,2,3,0.488,19.2,1,5,12,8
1,2,3,0.478,18.8,2,5,12,8
1,2,3,0.442,18.4,3,5,12,8
1,2,3,0.433,17.6,4,5,12,8
1,2,2,0.42,17.6,5,5,12,8
1,2,2,0.411,16.2,6,5,12,8
2,3,4,0.723,15.6,7,5,12,8
2,3,5,0.778,15.5,8,5,12,8
3,5,6,0.91,15,9,5,12,8
3,5,7,0.936,14.9,10,5,12,8
3,5,7,0.992,15,11,5,12,8
3,5,7,1.005,15.2,12,5,12,8
3,5,7,1.006,15.8,13,5,12,8
3,5,7,0.98,16.2,14,5,12,8
3,5,7,0.998,17,15,5,12,8
3,5,7,0.968,16.7,16,5,12,8
3,5,6,0.933,17.6,17,5,12,8
3,5,6,0.932,17.7,18,5,12,8
3,5,6,0.928,17.4,19,5,12,8
3,5,6,0.895,16.6,20,5,12,8
3,4,6,0.847,15.9,21,5,12,8
2,3,4,0.683,15.4,22,5,12,8
1,2,2,0.416,15.1,23,5,12,8
1,1,2,0.35,15.2,24,5,12,8
1,1,2,0.342,15,1,6,13,8
1,1,1,0.336,14.7,2,6,13,8
1,1,1,0.324,14.3,3,6,13,8
1,1,1,0.324,13.6,4,6,13,8
1,1,1,0.313,13.5,5,6,13,8
1,1,2,0.342,13.3,6,6,13,8
2,3,3,0.661,13.2,7,6,13,8
2,3,4,0.749,12.8,8,6,13,8
3,4,6,0.871,13.6,9,6,13,8
3,5,6,0.918,16,10,6,13,8
3,5,7,0.993,18.4,11,6,13,8
3,5,7,1.048,19.8,12,6,13,8
3,5,7,1.059,21.7,13,6,13,8
3,5,7,1.04,22.1,14,6,13,8
3,5,7,1.067,21.8,15,6,13,8
3,5,7,1.054,23.4,16,6,13,8
3,5,7,1.031,23.6,17,6,13,8
3,5,7,0.996,23.2,18,6,13,8
3,5,7,0.984,24.5,19,6,13,8
3,5,7,0.972,23.4,20,6,13,8
3,5,6,0.901,21.3,21,6,13,8
2,3,4,0.704,17.4,22,6,13,8
1,2,3,0.451,16.5,23,6,13,8
1,2,2,0.381,16.3,24,6,13,8
